-4,814489;0,5620384;12,38058
-4,70779;-0,2208166;26,37461
-5,660954;1,383074;40,31744
-5,120934;1,699975;53,76685
1,849436;2,403835;64,71395
2,507529;-0,2444382;65,56805
4,304627;0,1642065;64,21234
5,432558;1,632247;60,5985
15,34093;6,438242;62,3688
13,13356;4,576455;62,30308
13,13356;4,576455;62,30308
16,23917;3,106888;65,56425
16,35072;-1,019982;69,81847
30,08647;-1,170263;70,31839
37,3166;-1,441;70,46425
44,16332;1,121448;69,41591
58,02258;-0,2467909;69,64386
71,66193;2,725995;69,55432
77,22421;-0,02000046;66,47485
76,46325;-0,02000046;66,72403
77,48104;-0,0199995;72,86109
77,95315;-0,02000046;77,40436
84,13062;-0,02000046;80,61894
88,93397;-0,0199976;81,06363
92,02772;-0,01999474;80,7856
82,05622;-0,0199976;73,45401
80,24319;-1,040097;44,79078
79,0996;-0,9618454;7,108091
72,27145;-2,174181;-20,41726
68,2405;-1,010646;-23,63942
68,2405;-1,010646;-23,63942
71,43002;1,029405;-20,65686
83,72264;-0,978405;3,913261
78,21638;-1,015638;7,224552
78,21638;-1,015657;7,224552
76,36635;-1,166986;-2,748535
82,63542;-5,020004;-11,32301
90,74462;-2,716805;-5,231213
96,57692;-0,02018166;-10,42655
95,84859;-0,02028084;-8,032936
95,74479;0,5598602;-12,08633
96,59788;-0,02016544;-10,80663
95,92891;0,6447468;-12,22059
92,24715;-1,008026;-18,42753
86,44791;8,51485;-2,79697
78,93288;-1,020295;7,278099
78,93288;-1,020295;7,278099
78,93288;-1,020295;7,278099
78,88918;-1,020294;7,249443
74,24229;1,352387;-1,694603
94,46413;6,782823;-11,46915
95,58124;0,445857;-11,79231
95,58124;0,445857;-11,79231
95,58124;0,445857;-11,79231
89,0543;3,179452;-16,00175
75,80278;1,563971;-45,53357
80,0542;1,559;-48,2665
79,64703;2,866299;-56,67793
79,48325;3,878697;-70,66951
72,5972;-0,02009487;-81,60358
65,19391;6,08531;-92,43216
65,90002;4,985953;-97,83575
63,94923;4,985741;-91,95331
63,39764;4,184755;-86,08444
64,36922;4,992916;-103,4403
64,6937;4,992993;-103,4338
65,36488;4,98001;-103,494
63,19437;4,979749;-92,52571
65,32285;2,979689;-83,09271
69,74874;5,183012;-88,53474
72,57661;5,56352;-103,479
88,439;4,980012;-102,1424
92,49289;4,98;-100,4765
96,63007;4,980509;-91,72174
96,6527;2,979767;-84,86038
95,92372;2,979693;-83,05547
84,93902;2,680824;-76,90099
80,90723;1,979889;-73,42111
79,60332;1,979721;-68,9881
78,48244;1,979721;-68,97508
77,95425;6,494288;-88,97522
67,19086;1,988845;-99,43355
69,533;1,979998;-99,51022
73,93008;4,032692;-99,14024
69,65309;6,637547;-103,5101
63,87543;7,097104;-94,56038
69,25192;5,81331;-82,75473
75,70663;-0,02025032;-77,0578
81,57742;1,99144;-70,6801
78,14281;1,991273;-68,97974
83,583;1,99143;-74,57202
80,33361;7,617282;-93,0609
64,38492;4,97997;-100,9342
63,92963;4,97998;-101,8806
68,48891;7,771872;-90,89357
76,63767;2,837907;-83,5835
95,28802;4,289406;-87,63918
93,12825;4,998284;-102,697
94,09995;4,998221;-100,8998
96,61792;4,987307;-100,0651
