-4,889868;0,7553196;9,458884
-5,064652;1,421764;23,45687
-5,109802;2,413794;37,46471
-5,32711;1,271701;50,92882
-3,238165;2,687189;64,50144
4,013522;0,007457733;68,66786
1,43663;0,9984541;70,57466
0,5276079;0,9799995;73,50004
-0,2223463;0,9800053;76,43531
-3,473769;0,9800119;79,63216
-11,36876;1,68961;82,07796
-12,50687;0,9956455;84,01488
4,812839;0,9822159;82,97169
4,812839;0,9822159;82,97169
2,973055;0,522769;75,2602
2,973055;0,522769;75,2602
-2,17903;0,9949217;67,27983
-4,270291;0,9800005;69,30238
-5,7986;0,9800005;71,29906
-9,714737;0,9799995;74,47694
-11,82231;0,9800005;75,97479
-5,514798;0,9800024;79,00505
-5,200685;0,9800024;82,10545
-0,2982731;0,9800072;78,81581
1,719377;0,9800062;73,99936
-0,07635307;0,9800024;75,60396
12,33189;1,610434;71,26226
25,79124;-0,4360256;69,32868
39,87032;2,313866;70,26945
53,91164;2,156068;70,56517
65,42478;1,459803;70,95538
76,13475;-0,06396961;63,22785
79,51579;-0,002252579;63,82638
85,94049;-0,009025574;66,49668
78,39075;0,3028784;72,45346
74,15347;0,535141;60,47292
71,02544;4,327225;52,76899
70,11269;2,868432;55,68657
70,08054;2,542629;56,33819
79,30278;1,02388;48,52319
78,33011;-0,4898863;34,55948
79,23763;-0,02016926;20,50537
80,13981;1,21114;6,406799
75,37131;1,770005;-3,298574
76,30418;-5,019998;-15,89121
76,43771;-5,019999;-15,06931
76,43771;-5,019999;-15,06931
82,61626;-4,895947;-14,10379
90,58686;-1,012176;-21,47566
82,09885;1,995833;-25,66253
83,28667;1,99587;-23,85536
83,86919;1,994467;-24,67683
80,33224;1,58361;-32,95816
79,7935;1,933356;-46,96027
79,9329;3,787053;-60,94052
79,7183;4,884169;-74,99194
68,49188;3,995418;-82,7018
65,3438;6,955913;-93,34886
66,06184;7,830301;-102,0495
63,11446;5,092549;-89,19786
65,76352;2,979726;-83,95975
63,20786;6,036853;-96,82155
68,65234;5,137045;-103,4117
78,75481;4,980005;-101,1984
85,94864;5,620799;-100,8317
96,48521;5,715363;-100,3331
94,1232;9,159031;-97,76396
95,48639;4,791543;-89,36227
93,83302;2,979691;-82,98503
83,66985;4,521001;-75,0327
77,30533;2,268612;-74,29359
81,76585;1,979762;-69,9386
81,76585;1,979762;-69,9386
80,23834;1,979842;-72,13197
75,14019;1,985232;-68,95668
81,30505;3,404664;-75,38693
87,79229;-0,02021313;-78,05899
89,13802;-0,02017307;-79,35886
89,13802;-0,02017307;-79,35886
89,13802;-0,02017307;-79,35886
84,05051;1,272489;-79,11147
82,85329;0,8267622;-79,07617
85,00749;-0,02018261;-78,83836
85,00749;-0,02018261;-78,83836
85,00749;-0,02018261;-78,83836
84,76588;-0,02014446;-79,95267
84,77008;-0,02016354;-79,36795
86,92612;-0,02014637;-79,95448
88,62597;-0,02013016;-80,44852
88,62597;-0,02013016;-80,44852
88,62597;-0,02013016;-80,44852
87,97598;-0,02007484;-82,12418
89,86998;2,999519;-94,01923
81,36266;6,723736;-101,1549
80,09846;5,161496;-115,2024
79,38221;6,096176;-129,2145
79,79943;7,290463;-142,8915
73,94804;7,576817;-147,9954
74,68408;7,794611;-161,1259
68,85197;7,80194;-169,851
