-4,924644;1,362318;10,03964
-4,924644;-0,436039;24,269
-4,937926;-0,4359531;38,31699
-4,962542;-0,01189804;52,21727
-1,31244;0,9800081;64,97784
8,4114;-0,01390362;72,79704
5,786861;0,02385616;72,54601
3,192882;0,4076691;73,30274
2,293434;0,8573942;73,01297
0,7328625;0,9799995;73,54495
0,7328625;0,9800014;75,15307
-2,06011;0,9800024;71,84081
-1,680818;0,9800034;71,3784
-2,232169;0,9799995;67,81567
-2,470283;0,9799995;66,41884
-2,518703;0,9799995;65,32416
-2,709319;0,9800024;64,18936
-5,37182;1,31327;62,71688
-3,973296;0,9799995;64,56485
-2,435697;1,697372;65,15601
-1,53525;0,9799995;65,81007
-0,1802053;0,9799995;66,79433
