-4,877608;2,76446;12,39297
-4,146897;2,249418;26,4432
-3,944119;0,6209164;40,44007
-4,957043;1,888351;54,40211
-11,06153;1,393752;65,04605
-10,72981;1,435;79,1049
2,636947;1,795279;78,77107
5,691414;2,823816;66,33926
-2,644613;5,285542;63,38902
-0,968359;0,9800005;62,87138
-2,295657;0,9799995;62,48045
-2,367373;0,9799995;62,45933
-3,512643;0,9800005;63,16136
-3,512643;0,9800005;63,16136
-3,512649;0,9799995;66,13977
-3,51265;0,9800014;67,64535
-6,508353;0,9800014;68,30154
-7,686205;0,9800005;68,43434
-8,963858;0,9800005;68,62067
-8,963858;0,9799995;69,87381
-8,963858;0,9799995;71,05294
-8,963855;0,9799995;73,34462
-10,72483;0,9799995;77,3344
